L-RPM,R-RPM,Speed,Swing_Level,Spin_Level,Position,Pan,Pan actual,Tilt,Tilt actual,Left Tilt,Left Tilt Actual,Right Tilt,Right Tilt Actual,X,Y
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1480.0,150,5
,,,,,left - 2,3162.0,3162.0,3305.0,3307.0,1250.0,1249.0,1210.0,1211.0,0,40
,,,,,right - 3,2712.0,2707.0,3305.0,3298.0,1250.0,1251.0,1210.0,1212.0,300,40
,,,,,bottom - 4,2910.0,2906.0,3305.0,3305.0,850.0,854.0,810.0,809.0,150,80
,,,,,top-mid-centre-5,2910.0,2915.0,3305.0,3311.0,1380.0,1378.0,1340.0,1344.0,150,25
,,,,,top-mid-left-6,3162.0,3157.0,3305.0,3300.0,1380.0,1376.0,1340.0,1336.0,0,25
,,,,,top-mid-right-7,2712.0,2710.0,3305.0,3309.0,1380.0,1385.0,1340.0,1337.0,300,25
395.0,365.0,120.0,Swing Level 1,Spin Level 2,centre - 0,2910.0,2912.0,3305.0,3312.5,1235.0,1240.0,1195.0,1192.5,150,40
,,,,,top- 1,2920.0,2918.0,3310.0,3314.0,1540.0,1539.0,1460.0,1459.0,150,5
,,,,,left - 2,3174.0,3178.0,3310.0,3310.0,1270.0,1265.0,1190.0,1195.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3314.0,1270.0,1274.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3310.0,3318.0,870.0,875.0,790.0,786.0,150,80
,,,,,top-mid-centre-5,2920.0,2919.0,3310.0,3314.0,1400.0,1403.0,1320.0,1321.0,150,25
,,,,,top-mid-left-6,3174.0,3169.0,3310.0,3318.0,1400.0,1399.0,1320.0,1317.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3310.0,3304.0,1400.0,1398.0,1320.0,1324.0,300,25
395.0,365.0,120.0,Swing Level 1,Spin Level 3,centre - 0,2915.0,2912.5,3307.5,3315.0,1245.0,1246.0,1185.0,1184.5,150,40
,,,,,top- 1,2930.0,2925.0,3315.0,3315.0,1560.0,1563.0,1440.0,1441.0,150,5
,,,,,left - 2,3186.0,3191.0,3315.0,3312.0,1290.0,1292.0,1170.0,1170.0,0,40
,,,,,right - 3,2736.0,2733.0,3315.0,3311.0,1290.0,1295.0,1170.0,1166.0,300,40
,,,,,bottom - 4,2930.0,2933.0,3315.0,3309.0,890.0,885.0,770.0,768.0,150,80
,,,,,top-mid-centre-5,2930.0,2927.0,3315.0,3311.0,1420.0,1422.0,1300.0,1295.0,150,25
,,,,,top-mid-left-6,3186.0,3186.0,3315.0,3315.0,1420.0,1415.0,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3311.0,1420.0,1417.0,1300.0,1304.0,300,25
395.0,365.0,120.0,Swing Level 1,Spin Level 4,centre - 0,2920.0,2917.5,3310.0,3315.5,1255.0,1259.0,1175.0,1172.5,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3317.0,1580.0,1577.0,1420.0,1424.0,150,5
,,,,,left - 2,3198.0,3197.0,3320.0,3318.0,1310.0,1313.0,1150.0,1155.0,0,40
,,,,,right - 3,2748.0,2743.0,3320.0,3319.0,1310.0,1311.0,1150.0,1153.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3320.0,3321.0,910.0,915.0,750.0,746.0,150,80
,,,,,top-mid-centre-5,2940.0,2945.0,3320.0,3323.0,1440.0,1442.0,1280.0,1281.0,150,25
,,,,,top-mid-left-6,3198.0,3196.0,3320.0,3317.0,1440.0,1436.0,1280.0,1279.0,0,25
,,,,,top-mid-right-7,2748.0,2751.0,3320.0,3326.0,1440.0,1441.0,1280.0,1279.0,300,25
395.0,365.0,120.0,Swing Level 1,Spin Level 5,centre - 0,2925.0,2927.0,3312.5,3320.5,1265.0,1265.5,1165.0,1165.0,150,40
,,,,,top- 1,2950.0,2953.0,3325.0,3323.0,1600.0,1602.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3206.0,3325.0,3320.0,1330.0,1327.0,1130.0,1130.0,0,40
,,,,,right - 3,2760.0,2762.0,3325.0,3319.0,1330.0,1326.0,1130.0,1131.0,300,40
,,,,,bottom - 4,2950.0,2946.0,3325.0,3326.0,930.0,934.0,730.0,733.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3325.0,3328.0,1460.0,1465.0,1260.0,1257.0,150,25
,,,,,top-mid-left-6,3210.0,3210.0,3325.0,3322.0,1460.0,1457.0,1260.0,1260.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3325.0,3327.0,1460.0,1462.0,1260.0,1259.0,300,25
455.5,392.0,120.0,Swing Level 2,Spin Level -5,centre - 0,2875.0,2873.0,3287.5,3294.0,1165.0,1166.0,1265.0,1265.0,150,40
,,,,,top- 1,2850.0,2847.0,3275.0,3267.0,1400.0,1403.0,1600.0,1603.0,150,5
,,,,,left - 2,3090.0,3091.0,3275.0,3283.0,1130.0,1133.0,1330.0,1329.0,0,40
,,,,,right - 3,2640.0,2645.0,3275.0,3269.0,1130.0,1130.0,1330.0,1334.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3275.0,3279.0,730.0,730.0,930.0,931.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3275.0,3267.0,1260.0,1264.0,1460.0,1460.0,150,25
,,,,,top-mid-left-6,3090.0,3093.0,3275.0,3270.0,1260.0,1260.0,1460.0,1464.0,0,25
,,,,,top-mid-right-7,2640.0,2645.0,3275.0,3272.0,1260.0,1259.0,1460.0,1461.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level -4,centre - 0,2880.0,2875.5,3290.0,3292.0,1175.0,1174.0,1255.0,1258.5,150,40
,,,,,top- 1,2860.0,2858.0,3280.0,3288.0,1420.0,1422.0,1580.0,1577.0,150,5
,,,,,left - 2,3102.0,3100.0,3280.0,3278.0,1150.0,1155.0,1310.0,1308.0,0,40
,,,,,right - 3,2652.0,2648.0,3280.0,3283.0,1150.0,1149.0,1310.0,1311.0,300,40
,,,,,bottom - 4,2860.0,2856.0,3280.0,3283.0,750.0,748.0,910.0,912.0,150,80
,,,,,top-mid-centre-5,2860.0,2857.0,3280.0,3288.0,1280.0,1280.0,1440.0,1439.0,150,25
,,,,,top-mid-left-6,3102.0,3098.0,3280.0,3286.0,1280.0,1281.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2652.0,2657.0,3280.0,3276.0,1280.0,1278.0,1440.0,1437.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level -3,centre - 0,2885.0,2881.5,3292.5,3295.5,1185.0,1188.0,1245.0,1244.0,150,40
,,,,,top- 1,2870.0,2865.0,3285.0,3286.0,1440.0,1437.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3117.0,3285.0,3292.0,1170.0,1167.0,1290.0,1290.0,0,40
,,,,,right - 3,2664.0,2666.0,3285.0,3283.0,1170.0,1166.0,1290.0,1287.0,300,40
,,,,,bottom - 4,2870.0,2874.0,3285.0,3284.0,770.0,766.0,890.0,893.0,150,80
,,,,,top-mid-centre-5,2870.0,2867.0,3285.0,3278.0,1300.0,1300.0,1420.0,1418.0,150,25
,,,,,top-mid-left-6,3114.0,3117.0,3285.0,3286.0,1300.0,1305.0,1420.0,1423.0,0,25
,,,,,top-mid-right-7,2664.0,2660.0,3285.0,3290.0,1300.0,1303.0,1420.0,1415.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level -2,centre - 0,2890.0,2888.0,3295.0,3298.5,1195.0,1196.0,1235.0,1238.5,150,40
,,,,,top- 1,2880.0,2885.0,3290.0,3290.0,1460.0,1455.0,1540.0,1542.0,150,5
,,,,,left - 2,3126.0,3126.0,3290.0,3293.0,1190.0,1195.0,1270.0,1273.0,0,40
,,,,,right - 3,2676.0,2671.0,3290.0,3298.0,1190.0,1188.0,1270.0,1270.0,300,40
,,,,,bottom - 4,2880.0,2881.0,3290.0,3288.0,790.0,787.0,870.0,866.0,150,80
,,,,,top-mid-centre-5,2880.0,2875.0,3290.0,3296.0,1320.0,1323.0,1400.0,1401.0,150,25
,,,,,top-mid-left-6,3126.0,3127.0,3290.0,3288.0,1320.0,1321.0,1400.0,1396.0,0,25
,,,,,top-mid-right-7,2676.0,2681.0,3290.0,3291.0,1320.0,1319.0,1400.0,1402.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level -1,centre - 0,2895.0,2892.5,3297.5,3300.0,1205.0,1205.5,1225.0,1226.5,150,40
,,,,,top- 1,2890.0,2886.0,3295.0,3292.0,1480.0,1477.0,1520.0,1517.0,150,5
,,,,,left - 2,3138.0,3133.0,3295.0,3295.0,1210.0,1211.0,1250.0,1255.0,0,40
,,,,,right - 3,2688.0,2687.0,3295.0,3302.0,1210.0,1211.0,1250.0,1246.0,300,40
,,,,,bottom - 4,2890.0,2891.0,3295.0,3302.0,810.0,813.0,850.0,849.0,150,80
,,,,,top-mid-centre-5,2890.0,2894.0,3295.0,3301.0,1340.0,1345.0,1380.0,1375.0,150,25
,,,,,top-mid-left-6,3138.0,3139.0,3295.0,3293.0,1340.0,1339.0,1380.0,1383.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3295.0,3294.0,1340.0,1339.0,1380.0,1384.0,300,25
481.0,354.0,120.0,Swing Level 2,Spin Level 0,centre - 0,2900.0,2896.0,3300.0,3307.0,1200.0,1201.0,1200.0,1202.0,150,40
,,,,,top- 1,2920.0,2922.1,3124.0,3124.4,1240.0,1240.1,1160.0,1157.7,150,5
,,,,,left - 2,3170.0,3172.2,3124.0,3125.3,1240.0,1237.4,1160.0,1161.2,0,40
,,,,,right - 3,2720.0,2720.3,3124.0,3121.5,1240.0,1239.7,1160.0,1159.9,300,40
,,,,,bottom - 4,2920.0,2918.0,3124.0,3126.7,1240.0,1242.1,1160.0,1161.0,150,80
,,,,,top-mid-centre-5,3045.0,3044.8,3124.0,3123.5,1240.0,1240.9,1160.0,1160.3,150,25
,,,,,top-mid-left-6,3270.0,3267.4,3124.0,3124.1,1240.0,1241.8,1160.0,1159.8,0,25
,,,,,top-mid-right-7,2880.0,2877.3,3124.0,3125.7,1240.0,1238.2,1160.0,1158.6,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level 1,centre - 0,2905.0,2901.0,3302.5,3306.5,1225.0,1223.5,1205.0,1203.5,150,40
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1480.0,150,5
,,,,,left - 2,3162.0,3162.0,3305.0,3307.0,1250.0,1249.0,1210.0,1211.0,0,40
,,,,,right - 3,2712.0,2707.0,3305.0,3298.0,1250.0,1251.0,1210.0,1212.0,300,40
,,,,,bottom - 4,2910.0,2906.0,3305.0,3305.0,850.0,854.0,810.0,809.0,150,80
,,,,,top-mid-centre-5,2910.0,2915.0,3305.0,3311.0,1380.0,1378.0,1340.0,1344.0,150,25
,,,,,top-mid-left-6,3162.0,3157.0,3305.0,3300.0,1380.0,1376.0,1340.0,1336.0,0,25
,,,,,top-mid-right-7,2712.0,2710.0,3305.0,3309.0,1380.0,1385.0,1340.0,1337.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level 2,centre - 0,2910.0,2910.5,3305.0,3311.0,1235.0,1238.0,1195.0,1194.0,150,40
,,,,,top- 1,2920.0,2918.0,3310.0,3314.0,1540.0,1539.0,1460.0,1459.0,150,5
,,,,,left - 2,3174.0,3178.0,3310.0,3310.0,1270.0,1265.0,1190.0,1195.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3314.0,1270.0,1274.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3310.0,3318.0,870.0,875.0,790.0,786.0,150,80
,,,,,top-mid-centre-5,2920.0,2919.0,3310.0,3314.0,1400.0,1403.0,1320.0,1321.0,150,25
,,,,,top-mid-left-6,3174.0,3169.0,3310.0,3318.0,1400.0,1399.0,1320.0,1317.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3310.0,3304.0,1400.0,1398.0,1320.0,1324.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level 3,centre - 0,2915.0,2911.0,3307.5,3313.5,1245.0,1244.0,1185.0,1186.0,150,40
,,,,,top- 1,2930.0,2925.0,3315.0,3315.0,1560.0,1563.0,1440.0,1441.0,150,5
,,,,,left - 2,3186.0,3191.0,3315.0,3312.0,1290.0,1292.0,1170.0,1170.0,0,40
,,,,,right - 3,2736.0,2733.0,3315.0,3311.0,1290.0,1295.0,1170.0,1166.0,300,40
,,,,,bottom - 4,2930.0,2933.0,3315.0,3309.0,890.0,885.0,770.0,768.0,150,80
,,,,,top-mid-centre-5,2930.0,2927.0,3315.0,3311.0,1420.0,1422.0,1300.0,1295.0,150,25
,,,,,top-mid-left-6,3186.0,3186.0,3315.0,3315.0,1420.0,1415.0,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3311.0,1420.0,1417.0,1300.0,1304.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level 4,centre - 0,2920.0,2916.0,3310.0,3314.0,1255.0,1257.0,1175.0,1174.0,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3317.0,1580.0,1577.0,1420.0,1424.0,150,5
,,,,,left - 2,3198.0,3197.0,3320.0,3318.0,1310.0,1313.0,1150.0,1155.0,0,40
,,,,,right - 3,2748.0,2743.0,3320.0,3319.0,1310.0,1311.0,1150.0,1153.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3320.0,3321.0,910.0,915.0,750.0,746.0,150,80
,,,,,top-mid-centre-5,2940.0,2945.0,3320.0,3323.0,1440.0,1442.0,1280.0,1281.0,150,25
,,,,,top-mid-left-6,3198.0,3196.0,3320.0,3317.0,1440.0,1436.0,1280.0,1279.0,0,25
,,,,,top-mid-right-7,2748.0,2751.0,3320.0,3326.0,1440.0,1441.0,1280.0,1279.0,300,25
410.5,347.0,120.0,Swing Level 2,Spin Level 5,centre - 0,2925.0,2925.5,3312.5,3319.0,1265.0,1263.5,1165.0,1166.5,150,40
,,,,,top- 1,2950.0,2953.0,3325.0,3323.0,1600.0,1602.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3206.0,3325.0,3320.0,1330.0,1327.0,1130.0,1130.0,0,40
,,,,,right - 3,2760.0,2762.0,3325.0,3319.0,1330.0,1326.0,1130.0,1131.0,300,40
,,,,,bottom - 4,2950.0,2946.0,3325.0,3326.0,930.0,934.0,730.0,733.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3325.0,3328.0,1460.0,1465.0,1260.0,1257.0,150,25
,,,,,top-mid-left-6,3210.0,3210.0,3325.0,3322.0,1460.0,1457.0,1260.0,1260.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3325.0,3327.0,1460.0,1462.0,1260.0,1259.0,300,25
473.5,392.0,120.0,Swing Level 3,Spin Level -5,centre - 0,2875.0,2872.5,3287.5,3294.0,1165.0,1164.0,1265.0,1264.0,150,40
,,,,,top- 1,2850.0,2847.0,3275.0,3267.0,1400.0,1403.0,1600.0,1603.0,150,5
,,,,,left - 2,3090.0,3091.0,3275.0,3283.0,1130.0,1133.0,1330.0,1329.0,0,40
,,,,,right - 3,2640.0,2645.0,3275.0,3269.0,1130.0,1130.0,1330.0,1334.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3275.0,3279.0,730.0,730.0,930.0,931.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3275.0,3267.0,1260.0,1264.0,1460.0,1460.0,150,25
,,,,,top-mid-left-6,3090.0,3093.0,3275.0,3270.0,1260.0,1260.0,1460.0,1464.0,0,25
,,,,,top-mid-right-7,2640.0,2645.0,3275.0,3272.0,1260.0,1259.0,1460.0,1461.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level -4,centre - 0,2880.0,2875.0,3290.0,3292.0,1175.0,1172.0,1255.0,1257.5,150,40
,,,,,top- 1,2860.0,2858.0,3280.0,3288.0,1420.0,1422.0,1580.0,1577.0,150,5
,,,,,left - 2,3102.0,3100.0,3280.0,3278.0,1150.0,1155.0,1310.0,1308.0,0,40
,,,,,right - 3,2652.0,2648.0,3280.0,3283.0,1150.0,1149.0,1310.0,1311.0,300,40
,,,,,bottom - 4,2860.0,2856.0,3280.0,3283.0,750.0,748.0,910.0,912.0,150,80
,,,,,top-mid-centre-5,2860.0,2857.0,3280.0,3288.0,1280.0,1280.0,1440.0,1439.0,150,25
,,,,,top-mid-left-6,3102.0,3098.0,3280.0,3286.0,1280.0,1281.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2652.0,2657.0,3280.0,3276.0,1280.0,1278.0,1440.0,1437.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level -3,centre - 0,2885.0,2881.0,3292.5,3295.5,1185.0,1186.0,1245.0,1243.0,150,40
,,,,,top- 1,2870.0,2865.0,3285.0,3286.0,1440.0,1437.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3117.0,3285.0,3292.0,1170.0,1167.0,1290.0,1290.0,0,40
,,,,,right - 3,2664.0,2666.0,3285.0,3283.0,1170.0,1166.0,1290.0,1287.0,300,40
,,,,,bottom - 4,2870.0,2874.0,3285.0,3284.0,770.0,766.0,890.0,893.0,150,80
,,,,,top-mid-centre-5,2870.0,2867.0,3285.0,3278.0,1300.0,1300.0,1420.0,1418.0,150,25
,,,,,top-mid-left-6,3114.0,3117.0,3285.0,3286.0,1300.0,1305.0,1420.0,1423.0,0,25
,,,,,top-mid-right-7,2664.0,2660.0,3285.0,3290.0,1300.0,1303.0,1420.0,1415.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level -2,centre - 0,2890.0,2887.5,3295.0,3298.5,1195.0,1194.0,1235.0,1237.5,150,40
,,,,,top- 1,2880.0,2885.0,3290.0,3290.0,1460.0,1455.0,1540.0,1542.0,150,5
,,,,,left - 2,3126.0,3126.0,3290.0,3293.0,1190.0,1195.0,1270.0,1273.0,0,40
,,,,,right - 3,2676.0,2671.0,3290.0,3298.0,1190.0,1188.0,1270.0,1270.0,300,40
,,,,,bottom - 4,2880.0,2881.0,3290.0,3288.0,790.0,787.0,870.0,866.0,150,80
,,,,,top-mid-centre-5,2880.0,2875.0,3290.0,3296.0,1320.0,1323.0,1400.0,1401.0,150,25
,,,,,top-mid-left-6,3126.0,3127.0,3290.0,3288.0,1320.0,1321.0,1400.0,1396.0,0,25
,,,,,top-mid-right-7,2676.0,2681.0,3290.0,3291.0,1320.0,1319.0,1400.0,1402.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level -1,centre - 0,2895.0,2892.0,3297.5,3300.0,1205.0,1203.5,1225.0,1225.5,150,40
,,,,,top- 1,2890.0,2886.0,3295.0,3292.0,1480.0,1477.0,1520.0,1517.0,150,5
,,,,,left - 2,3138.0,3133.0,3295.0,3295.0,1210.0,1211.0,1250.0,1255.0,0,40
,,,,,right - 3,2688.0,2687.0,3295.0,3302.0,1210.0,1211.0,1250.0,1246.0,300,40
,,,,,bottom - 4,2890.0,2891.0,3295.0,3302.0,810.0,813.0,850.0,849.0,150,80
,,,,,top-mid-centre-5,2890.0,2894.0,3295.0,3301.0,1340.0,1345.0,1380.0,1375.0,150,25
,,,,,top-mid-left-6,3138.0,3139.0,3295.0,3293.0,1340.0,1339.0,1380.0,1383.0,0,25
,,,,,top-mid-right-7,2688.0,2689.0,3295.0,3294.0,1340.0,1339.0,1380.0,1384.0,300,25
517.0,354.0,120.0,Swing Level 3,Spin Level 0,centre - 0,2900.0,2895.0,3300.0,3307.0,1200.0,1197.0,1200.0,1200.0,150,40
,,,,,top- 1,2930.0,2928.0,3126.0,3125.0,1260.0,1261.5,1140.0,1140.1,150,5
,,,,,left - 2,3180.0,3178.2,3126.0,3128.3,1260.0,1262.3,1140.0,1142.2,0,40
,,,,,right - 3,2730.0,2728.4,3126.0,3125.7,1260.0,1262.9,1140.0,1141.6,300,40
,,,,,bottom - 4,2930.0,2927.2,3126.0,3123.4,1260.0,1259.8,1140.0,1142.5,150,80
,,,,,top-mid-centre-5,3055.0,3055.2,3126.0,3126.0,1260.0,1257.6,1140.0,1140.9,150,25
,,,,,top-mid-left-6,3280.0,3281.9,3126.0,3125.3,1260.0,1261.7,1140.0,1142.8,0,25
,,,,,top-mid-right-7,2890.0,2888.2,3126.0,3126.1,1260.0,1258.7,1140.0,1141.8,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level 1,centre - 0,2905.0,2900.5,3302.5,3306.5,1225.0,1221.5,1205.0,1202.5,150,40
,,,,,top- 1,2910.0,2909.0,3305.0,3300.0,1520.0,1517.0,1480.0,1480.0,150,5
,,,,,left - 2,3162.0,3162.0,3305.0,3307.0,1250.0,1249.0,1210.0,1211.0,0,40
,,,,,right - 3,2712.0,2707.0,3305.0,3298.0,1250.0,1251.0,1210.0,1212.0,300,40
,,,,,bottom - 4,2910.0,2906.0,3305.0,3305.0,850.0,854.0,810.0,809.0,150,80
,,,,,top-mid-centre-5,2910.0,2915.0,3305.0,3311.0,1380.0,1378.0,1340.0,1344.0,150,25
,,,,,top-mid-left-6,3162.0,3157.0,3305.0,3300.0,1380.0,1376.0,1340.0,1336.0,0,25
,,,,,top-mid-right-7,2712.0,2710.0,3305.0,3309.0,1380.0,1385.0,1340.0,1337.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level 2,centre - 0,2910.0,2910.0,3305.0,3311.0,1235.0,1236.0,1195.0,1193.0,150,40
,,,,,top- 1,2920.0,2918.0,3310.0,3314.0,1540.0,1539.0,1460.0,1459.0,150,5
,,,,,left - 2,3174.0,3178.0,3310.0,3310.0,1270.0,1265.0,1190.0,1195.0,0,40
,,,,,right - 3,2724.0,2723.0,3310.0,3314.0,1270.0,1274.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2920.0,2922.0,3310.0,3318.0,870.0,875.0,790.0,786.0,150,80
,,,,,top-mid-centre-5,2920.0,2919.0,3310.0,3314.0,1400.0,1403.0,1320.0,1321.0,150,25
,,,,,top-mid-left-6,3174.0,3169.0,3310.0,3318.0,1400.0,1399.0,1320.0,1317.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3310.0,3304.0,1400.0,1398.0,1320.0,1324.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level 3,centre - 0,2915.0,2910.5,3307.5,3313.5,1245.0,1242.0,1185.0,1185.0,150,40
,,,,,top- 1,2930.0,2925.0,3315.0,3315.0,1560.0,1563.0,1440.0,1441.0,150,5
,,,,,left - 2,3186.0,3191.0,3315.0,3312.0,1290.0,1292.0,1170.0,1170.0,0,40
,,,,,right - 3,2736.0,2733.0,3315.0,3311.0,1290.0,1295.0,1170.0,1166.0,300,40
,,,,,bottom - 4,2930.0,2933.0,3315.0,3309.0,890.0,885.0,770.0,768.0,150,80
,,,,,top-mid-centre-5,2930.0,2927.0,3315.0,3311.0,1420.0,1422.0,1300.0,1295.0,150,25
,,,,,top-mid-left-6,3186.0,3186.0,3315.0,3315.0,1420.0,1415.0,1300.0,1302.0,0,25
,,,,,top-mid-right-7,2736.0,2732.0,3315.0,3311.0,1420.0,1417.0,1300.0,1304.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level 4,centre - 0,2920.0,2915.5,3310.0,3314.0,1255.0,1255.0,1175.0,1173.0,150,40
,,,,,top- 1,2940.0,2939.0,3320.0,3317.0,1580.0,1577.0,1420.0,1424.0,150,5
,,,,,left - 2,3198.0,3197.0,3320.0,3318.0,1310.0,1313.0,1150.0,1155.0,0,40
,,,,,right - 3,2748.0,2743.0,3320.0,3319.0,1310.0,1311.0,1150.0,1153.0,300,40
,,,,,bottom - 4,2940.0,2943.0,3320.0,3321.0,910.0,915.0,750.0,746.0,150,80
,,,,,top-mid-centre-5,2940.0,2945.0,3320.0,3323.0,1440.0,1442.0,1280.0,1281.0,150,25
,,,,,top-mid-left-6,3198.0,3196.0,3320.0,3317.0,1440.0,1436.0,1280.0,1279.0,0,25
,,,,,top-mid-right-7,2748.0,2751.0,3320.0,3326.0,1440.0,1441.0,1280.0,1279.0,300,25
428.5,347.0,120.0,Swing Level 3,Spin Level 5,centre - 0,2925.0,2925.0,3312.5,3319.0,1265.0,1261.5,1165.0,1165.5,150,40
,,,,,top- 1,2950.0,2953.0,3325.0,3323.0,1600.0,1602.0,1400.0,1400.0,150,5
,,,,,left - 2,3210.0,3206.0,3325.0,3320.0,1330.0,1327.0,1130.0,1130.0,0,40
,,,,,right - 3,2760.0,2762.0,3325.0,3319.0,1330.0,1326.0,1130.0,1131.0,300,40
,,,,,bottom - 4,2950.0,2946.0,3325.0,3326.0,930.0,934.0,730.0,733.0,150,80
,,,,,top-mid-centre-5,2950.0,2954.0,3325.0,3328.0,1460.0,1465.0,1260.0,1257.0,150,25
,,,,,top-mid-left-6,3210.0,3210.0,3325.0,3322.0,1460.0,1457.0,1260.0,1260.0,0,25
,,,,,top-mid-right-7,2760.0,2757.0,3325.0,3327.0,1460.0,1462.0,1260.0,1259.0,300,25
489.5,392.0,120.0,Swing Level 4,Spin Level -5,centre - 0,2875.0,2873.5,3287.5,3293.0,1165.0,1168.0,1265.0,1263.0,150,40
,,,,,top- 1,2850.0,2847.0,3275.0,3267.0,1400.0,1403.0,1600.0,1603.0,150,5
,,,,,left - 2,3090.0,3091.0,3275.0,3283.0,1130.0,1133.0,1330.0,1329.0,0,40
,,,,,right - 3,2640.0,2645.0,3275.0,3269.0,1130.0,1130.0,1330.0,1334.0,300,40
,,,,,bottom - 4,2850.0,2846.0,3275.0,3279.0,730.0,730.0,930.0,931.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3275.0,3267.0,1260.0,1264.0,1460.0,1460.0,150,25
,,,,,top-mid-left-6,3090.0,3093.0,3275.0,3270.0,1260.0,1260.0,1460.0,1464.0,0,25
,,,,,top-mid-right-7,2640.0,2645.0,3275.0,3272.0,1260.0,1259.0,1460.0,1461.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level -4,centre - 0,2880.0,2876.0,3290.0,3291.0,1175.0,1176.0,1255.0,1256.5,150,40
,,,,,top- 1,2860.0,2858.0,3280.0,3288.0,1420.0,1422.0,1580.0,1577.0,150,5
,,,,,left - 2,3102.0,3100.0,3280.0,3278.0,1150.0,1155.0,1310.0,1308.0,0,40
,,,,,right - 3,2652.0,2648.0,3280.0,3283.0,1150.0,1149.0,1310.0,1311.0,300,40
,,,,,bottom - 4,2860.0,2856.0,3280.0,3283.0,750.0,748.0,910.0,912.0,150,80
,,,,,top-mid-centre-5,2860.0,2857.0,3280.0,3288.0,1280.0,1280.0,1440.0,1439.0,150,25
,,,,,top-mid-left-6,3102.0,3098.0,3280.0,3286.0,1280.0,1281.0,1440.0,1436.0,0,25
,,,,,top-mid-right-7,2652.0,2657.0,3280.0,3276.0,1280.0,1278.0,1440.0,1437.0,300,25
444.5,347.0,120.0,Swing Level 4,Spin Level -3,centre - 0,2885.0,2882.0,3292.5,3294.5,1185.0,1190.0,1245.0,1242.0,150,40
,,,,,top- 1,2870.0,2865.0,3285.0,3286.0,1440.0,1437.0,1560.0,1562.0,150,5
,,,,,left - 2,3114.0,3117.0,3285.0,3292.0,1170.0,1167.0,1290.0,1290.0,0,40
,,,,,right - 3,2664.0,2666.0,3285.0,3283.0,1170.0,1166.0,1290.0,1287.0,300,40
,,,,,bottom - 4,2870.0,2874.0,3285.0,3284.0,770.0,766.0,890.0,893.0,150,80
,,,,,top-mid-centre-5,2870.0,2867.0,3285.0,3278.0,1300.0,1300.0,1420.0,1418.0,150,25
,,,,,top-mid-left-6,3114.0,3117.0,3285.0,3286.0,1300.0,1305.0,1420.0,1423.0,0,25
